cluster,taxa_base,media_portugues_base,meta_alvo,gap_base_meta,prob_risco_abaixo_meta_2025,perfil_cluster
1,86.37242562929062,780.8158123569794,73.26936689549962,13.103058733791,0.2524185643372081,Melhor desempenho / menor risco
3,59.99699275362318,748.1513858695653,54.50858695652174,5.488405797101449,0.2787551857434969,Desempenho favorável
0,66.33497230769231,754.6140984615384,73.67360000000001,-7.338627692307693,0.7090994177746703,Pressão de meta / risco intermediário
2,38.21201981707317,727.7582545731707,55.82342987804878,-17.61141006097561,0.7954047508306101,Maior vulnerabilidade / maior risco
