modelo,accuracy,precision,recall,f1,roc_auc
LogisticRegression,0.7048710601719198,0.6836734693877551,0.6850715746421268,0.6843718079673136,0.7886917196238392
RandomForest,0.7058261700095511,0.6850715746421268,0.6850715746421268,0.6850715746421268,0.7842114328854879
HistGradientBoosting,0.6991404011461319,0.676829268292683,0.6809815950920245,0.6788990825688074,0.7801837558912564
