id_municipio,id_uf,uf,regiao,taxa_base,media_portugues_base,meta_alvo,gap_base_meta,prob_risco_abaixo_meta_2025,cluster,perfil_cluster
3145372,31,MG,Sudeste,92.71,770.39,71.83,20.879999999999995,0.1529663914372166,1,Melhor desempenho / menor risco
5219605,52,GO,Centro-Oeste,91.67,784.14,80.0,11.670000000000002,0.15295810405217128,1,Melhor desempenho / menor risco
5215231,52,GO,Centro-Oeste,57.35,742.43,61.34,-3.990000000000002,0.15242876530873234,3,Desempenho favorável
3110103,31,MG,Sudeste,76.5,759.86,65.53,10.969999999999999,0.15236416189527302,1,Melhor desempenho / menor risco
3118601,31,MG,Sudeste,69.05,753.81,62.31,6.739999999999995,0.152251161352834,3,Desempenho favorável
3168705,31,MG,Sudeste,70.28,758.25,63.78,6.5,0.15206045542919244,3,Desempenho favorável
5221858,52,GO,Centro-Oeste,64.23,748.08,64.3,-0.06999999999999318,0.1520306403746847,3,Desempenho favorável
5217708,52,GO,Centro-Oeste,86.03,772.03,75.41,10.620000000000005,0.15172729282754344,1,Melhor desempenho / menor risco
3140555,31,MG,Sudeste,70.1,756.01,63.08,7.019999999999996,0.1513574355217736,3,Desempenho favorável
4209151,42,SC,Sul,52.77,744.34,50.48,2.2900000000000063,0.15127471293001615,3,Desempenho favorável
3161403,31,MG,Sudeste,78.59,760.64,66.11,12.480000000000004,0.15126856313385956,1,Melhor desempenho / menor risco
